audit_id,user_id,role,action,patient_id,timestamp,record_type,record_id,actions_per_hour,unique_patients_accessed,off_hours_flag,untreated_patient_ratio,record_type_entropy,rapid_edit_flag,cross_role_action_flag,session_duration_minutes,is_anomaly
442,PATUSER_011,patient,view_own_record,e94fc8e2-b867-5164-0607-5e5eb581b150,2026-05-12 09:14:42,medical_record,MEDICAL_RECORD_6149,4,1,0,0.0,1.522,0,0,45.93,0
443,DOC_008,doctor,view_record,3408cffd-cbea-0de1-e3a8-8b0b86bb5637,2026-03-29 20:34:01,medical_record,MEDICAL_RECORD_3291,48,61,0,0.7,1.975,1,0,197.03,1
444,PATUSER_012,patient,view_own_record,cc4e166f-53eb-f57b-fb9c-72dddeeb448f,2026-05-06 06:18:31,medical_record,MEDICAL_RECORD_4526,5,2,0,0.0,1.5,0,0,40.74,0
445,DOC_009,doctor,update_diagnosis,d1e9c67e-e701-dbf5-aa21-bb9ae3751b97,2026-04-10 03:51:10,condition,CONDITION_7097,23,14,1,0.06,1.971,0,0,34.54,0
446,PATUSER_012,patient,view_queue,dda456b9-cd60-e91b-8a88-fd381a9e4611,2026-04-18 08:28:07,queue,QUEUE_2080,5,1,0,0.0,1.522,0,0,15.74,0
447,NUR_007,nurse,register_walkin,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-04-18 05:40:53,appointment,APPOINTMENT_9666,18,14,1,0.02,1.922,0,0,24.16,0
448,ADM_001,admin,update_schedule,7f857501-0257-2c7f-2e8f-9886705681f3,2026-04-05 04:49:20,schedule,SCHEDULE_7064,10,4,1,0.06,1.918,0,0,16.95,0
449,PATUSER_021,patient,cancel_appointment,910f9d72-b5f2-60bf-8302-274ac5d74635,2026-05-15 10:56:01,appointment,APPOINTMENT_2476,5,2,0,0.0,1.75,0,0,17.82,0
450,PATUSER_016,patient,update_diagnosis,f5de0af7-bfb4-270e-8175-e12515583ea8,2026-04-12 16:02:28,condition,CONDITION_9156,50,80,0,0.68,1.5,1,1,137.22,1
451,PATUSER_008,patient,book_appointment,6383af50-c8f6-0c22-1dd4-6ee2be572cb1,2026-05-22 11:20:16,appointment,APPOINTMENT_3184,5,3,0,0.0,1.761,0,0,5.97,0
452,PATUSER_008,patient,view_own_record,dda456b9-cd60-e91b-8a88-fd381a9e4611,2026-04-15 01:25:12,medical_record,MEDICAL_RECORD_9446,4,2,1,0.0,1.888,0,0,31.13,0
453,PATUSER_028,patient,view_queue,f84719a0-d28d-ec20-64a8-a17992dcd9ac,2026-04-15 07:45:51,queue,QUEUE_6808,5,2,0,0.0,1.5,0,0,5.41,0
454,DOC_001,doctor,view_observation,671064b5-039b-51a8-7e40-8e6baa0a7e35,2026-03-25 07:36:18,observation,OBSERVATION_3984,11,5,0,0.12,0.985,0,0,33.75,0
455,PATUSER_010,patient,cancel_appointment,d7b30817-a7e4-d7c5-8582-63d251b6f98c,2026-05-11 01:53:29,appointment,APPOINTMENT_7898,4,3,1,0.0,1.95,0,0,16.33,0
456,PATUSER_023,patient,cancel_appointment,392c8ae6-3c3b-1ff7-c35c-4e64946db9b6,2026-04-01 00:53:00,appointment,APPOINTMENT_6638,2,3,1,0.0,1.936,0,0,38.55,0
457,PATUSER_008,patient,update_diagnosis,3408cffd-cbea-0de1-e3a8-8b0b86bb5637,2026-05-11 15:26:56,condition,CONDITION_5087,50,23,0,0.87,2.156,1,1,248.9,1
458,NUR_003,nurse,register_walkin,e8b56457-438e-7a2e-04ee-e0b2ec149f61,2026-05-08 05:13:01,appointment,APPOINTMENT_5486,30,13,1,0.08,1.449,0,0,38.17,0
459,DOC_013,doctor,update_diagnosis,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-05-08 07:06:43,condition,CONDITION_6956,5,9,0,0.02,1.585,0,0,33.51,0
460,NUR_003,nurse,register_walkin,19e9c5a5-4114-0f95-e5e8-29cd6749d4e1,2026-05-06 12:13:49,appointment,APPOINTMENT_6956,21,13,0,0.04,1.906,0,0,7.86,0
461,NUR_007,nurse,view_appointment,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-05-11 02:17:52,appointment,APPOINTMENT_4160,29,6,1,0.08,1.855,0,0,14.12,0
462,PATUSER_021,patient,view_queue,2925a752-da6a-ef1f-31aa-68b0c2ff5027,2026-05-12 01:39:03,queue,QUEUE_6690,1,3,1,0.0,1.918,0,0,26.1,0
463,ADM_002,admin,view_audit,744a7169-4e89-61ff-27f2-3c736abf4368,2026-04-04 12:04:46,audit,AUDIT_9110,3,6,0,0.01,1.792,0,0,70.19,0
464,PATUSER_019,patient,view_queue,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-04-19 09:04:46,queue,QUEUE_9254,1,1,0,0.0,1.585,0,0,40.65,0
465,PATUSER_021,patient,view_own_record,ea7deb48-7fa5-3406-28b9-051b0c18d363,2026-04-04 04:40:31,medical_record,MEDICAL_RECORD_1844,3,1,1,0.0,1.557,0,0,23.8,0
466,PATUSER_017,patient,cancel_appointment,392c8ae6-3c3b-1ff7-c35c-4e64946db9b6,2026-04-14 03:32:14,appointment,APPOINTMENT_4592,5,1,1,0.0,1.75,1,0,29.32,0
467,PATUSER_022,patient,view_own_record,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-05-10 03:14:13,medical_record,MEDICAL_RECORD_3550,3,1,1,0.0,1.906,0,0,73.51,0
468,PATUSER_004,patient,view_queue,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-04-05 11:55:40,queue,QUEUE_6081,4,2,0,0.0,1.918,0,0,38.53,0
469,DOC_011,doctor,view_observation,3eee4689-2d02-6ec9-c257-42b3adfdcd70,2026-03-31 07:13:02,observation,OBSERVATION_1339,24,9,0,0.02,0.811,0,0,22.17,0
470,DOC_008,doctor,view_record,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-05-14 10:27:19,medical_record,MEDICAL_RECORD_4994,6,7,0,0.05,1.959,0,0,14.98,0
471,DOC_004,doctor,view_record,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-04-26 05:23:22,medical_record,MEDICAL_RECORD_7314,22,6,1,0.0,1.459,0,0,43.12,0
472,DOC_010,doctor,view_observation,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-04-04 04:33:43,observation,OBSERVATION_3475,12,15,1,0.15,1.406,0,0,68.11,0
473,DOC_012,doctor,update_diagnosis,10751dec-9152-b658-beeb-ba433fbb9213,2026-05-03 06:18:47,condition,CONDITION_2251,24,8,0,0.15,0.722,0,0,51.71,0
474,PATUSER_026,patient,update_diagnosis,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-05-13 18:16:59,condition,CONDITION_2481,84,61,0,0.7,2.322,0,1,237.18,1
475,NUR_006,nurse,update_vitals,392c8ae6-3c3b-1ff7-c35c-4e64946db9b6,2026-05-02 03:17:09,observation,OBSERVATION_9724,20,17,1,0.04,0.65,0,0,53.54,0
476,PATUSER_010,patient,book_appointment,19e9c5a5-4114-0f95-e5e8-29cd6749d4e1,2026-05-08 06:31:44,appointment,APPOINTMENT_8764,1,3,0,0.0,1.5,0,0,41.89,0
477,DOC_009,doctor,update_diagnosis,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-23 00:36:22,condition,CONDITION_7958,16,14,1,0.19,1.685,0,0,62.33,0
478,ADM_002,admin,view_audit,bfb0d055-557b-4579-1a3b-78cc2ead82c9,2026-04-02 16:49:38,audit,AUDIT_3295,77,57,0,0.67,1.557,1,0,381.14,1
479,PATUSER_023,patient,view_own_record,21b4ddc5-081e-1ecd-3573-f2ea42677b66,2026-04-12 04:33:38,medical_record,MEDICAL_RECORD_7494,4,2,1,0.0,1.0,0,0,36.08,0
480,PATUSER_029,patient,cancel_appointment,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-05-09 07:40:56,appointment,APPOINTMENT_7427,5,3,0,0.0,1.906,0,0,69.34,0
481,DOC_012,doctor,view_observation,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-05-16 08:50:39,observation,OBSERVATION_1459,24,5,0,0.18,1.891,0,0,26.92,0
482,NUR_001,nurse,update_queue,d5d8b210-bca5-a9ce-0711-3d09468bfe47,2026-04-29 08:39:09,appointment,APPOINTMENT_6154,11,8,0,0.03,1.664,1,0,68.68,0
483,DOC_006,doctor,view_observation,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-05-10 00:48:37,observation,OBSERVATION_3641,16,12,1,0.21,1.753,0,0,27.01,0
484,DOC_010,doctor,create_prescription,21adc8c0-7e1e-5167-1ac1-5449a6a2c73f,2026-04-26 02:00:15,prescription,PRESCRIPTION_4917,7,10,1,0.19,1.891,0,0,50.8,0
485,DOC_014,doctor,view_record,c72a8c6e-1dfd-0a8b-20e7-066eadd4931c,2026-04-03 10:16:24,medical_record,MEDICAL_RECORD_6789,7,7,0,0.12,1.918,0,0,11.82,0
486,DOC_006,doctor,view_observation,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-05-05 16:25:37,observation,OBSERVATION_7769,84,49,0,0.74,1.76,1,0,413.55,1
487,PATUSER_008,patient,book_appointment,b23941a4-269e-2ac4-8ced-75d1ac8b1b1d,2026-05-08 11:19:04,appointment,APPOINTMENT_2195,1,3,0,0.0,1.918,0,0,8.99,0
488,DOC_015,doctor,view_observation,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-03-31 07:31:40,observation,OBSERVATION_8802,7,14,0,0.1,1.846,0,0,68.01,0
489,DOC_008,doctor,view_record,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-05-02 01:15:53,medical_record,MEDICAL_RECORD_5129,22,7,1,0.21,1.891,0,0,19.94,0
490,PATUSER_016,patient,view_queue,219c0f88-2190-9af2-4122-bcf1c4f4a0bf,2026-05-19 02:53:02,queue,QUEUE_4253,1,2,1,0.0,2.0,0,0,25.88,0
491,ADM_001,admin,view_report,ed1c3b46-34b9-221b-cb10-682e9ed9ddbd,2026-05-22 08:11:05,report,REPORT_6304,9,8,0,0.07,1.5,0,0,53.77,0
492,PATUSER_018,patient,view_queue,bee08b10-0c18-396e-9f8a-03e41691509b,2026-05-23 11:36:00,queue,QUEUE_3059,6,3,0,0.0,1.371,0,0,5.99,0
493,PATUSER_016,patient,view_queue,ad37dc95-561f-9348-6577-eff9b22d47c2,2026-05-08 10:01:18,queue,QUEUE_9177,1,1,0,0.0,1.922,0,0,73.53,0
494,PATUSER_017,patient,cancel_appointment,20f1f5b5-38be-6554-7a24-9fcc8d4bd6c4,2026-04-01 07:25:40,appointment,APPOINTMENT_2435,4,2,0,0.0,1.846,0,0,42.97,0
495,PATUSER_027,patient,view_queue,843d8b33-f833-1324-2aa6-e07c91e49204,2026-05-11 02:15:08,queue,QUEUE_4471,6,1,1,0.0,1.371,0,0,33.79,0
496,DOC_015,doctor,view_observation,1c39de5b-289a-3a1a-669b-2f756efb8bcb,2026-04-20 09:25:21,observation,OBSERVATION_5384,17,6,0,0.04,1.5,0,0,13.71,0
497,PATUSER_018,patient,view_own_record,c5d42b3b-72de-b953-545d-1de4cf59d279,2026-03-25 06:27:38,medical_record,MEDICAL_RECORD_1845,6,1,0,0.0,1.891,1,0,68.63,0
498,PATUSER_027,patient,view_queue,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-05-21 06:47:02,queue,QUEUE_2527,2,3,0,0.0,1.922,0,0,55.97,0
499,DOC_006,doctor,view_record,1f534514-2f45-191e-04b4-ad9e93bdf422,2026-04-29 16:50:30,medical_record,MEDICAL_RECORD_5505,75,69,0,0.85,1.79,0,0,305.43,1
500,DOC_006,doctor,create_prescription,e8b56457-438e-7a2e-04ee-e0b2ec149f61,2026-04-12 10:43:26,prescription,PRESCRIPTION_7402,5,6,0,0.02,1.922,0,0,13.59,0
501,DOC_007,doctor,view_observation,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-04-18 01:22:49,observation,OBSERVATION_2920,18,5,1,0.11,1.918,0,0,19.72,0
502,NUR_007,nurse,register_walkin,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-04-06 08:04:30,appointment,APPOINTMENT_2880,27,25,0,0.07,1.5,0,0,56.92,0
503,DOC_014,doctor,view_observation,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-05 17:31:51,observation,OBSERVATION_4242,49,25,0,0.89,1.299,0,0,200.28,1
504,PATUSER_019,patient,cancel_appointment,2925a752-da6a-ef1f-31aa-68b0c2ff5027,2026-04-04 12:16:42,appointment,APPOINTMENT_7126,3,2,0,0.0,1.677,0,0,60.52,0
505,PATUSER_016,patient,view_queue,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-04-12 08:05:21,queue,QUEUE_4525,2,1,0,0.0,2.0,0,0,22.71,0
506,PATUSER_018,patient,cancel_appointment,c5d42b3b-72de-b953-545d-1de4cf59d279,2026-04-07 02:56:05,appointment,APPOINTMENT_2225,3,1,1,0.0,1.891,1,0,53.18,0
507,PATUSER_012,patient,book_appointment,f5de0af7-bfb4-270e-8175-e12515583ea8,2026-03-28 07:18:00,appointment,APPOINTMENT_3033,6,2,0,0.0,2.0,0,0,27.41,0
508,PATUSER_004,patient,view_own_record,054e161c-d33f-0970-2018-1f19582e0813,2026-05-05 06:17:23,medical_record,MEDICAL_RECORD_7599,5,2,0,0.0,2.0,0,0,6.49,0
509,DOC_003,doctor,view_observation,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-05-10 08:45:46,observation,OBSERVATION_9082,6,13,0,0.14,1.436,0,0,11.66,0
510,PATUSER_030,patient,view_own_record,e60a6ecc-5639-5800-4bf2-8e8a2865e55c,2026-04-02 01:32:49,medical_record,MEDICAL_RECORD_2815,3,3,1,0.0,1.485,0,0,20.68,0
511,DOC_004,doctor,create_prescription,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-05-23 01:35:06,prescription,PRESCRIPTION_8320,13,13,1,0.15,1.371,0,0,31.57,0
512,PATUSER_018,patient,cancel_appointment,3408cffd-cbea-0de1-e3a8-8b0b86bb5637,2026-04-14 09:16:15,appointment,APPOINTMENT_4373,2,3,0,0.0,1.379,0,0,39.31,0
513,PATUSER_020,patient,view_audit,4f0c6acb-066b-1f8d-228d-5e5a973d1fef,2026-04-05 19:57:35,audit,AUDIT_4584,38,33,0,0.65,2.236,0,1,260.45,1
514,ADM_002,admin,update_schedule,054e161c-d33f-0970-2018-1f19582e0813,2026-04-04 08:09:48,schedule,SCHEDULE_4941,15,8,0,0.02,1.522,0,0,9.8,0
515,DOC_002,doctor,view_record,054e161c-d33f-0970-2018-1f19582e0813,2026-05-23 03:01:34,medical_record,MEDICAL_RECORD_2602,13,3,1,0.1,1.971,0,0,29.64,0
516,DOC_004,doctor,view_observation,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-04-27 11:53:35,observation,OBSERVATION_4911,18,9,0,0.06,1.664,0,0,46.58,0
517,DOC_005,doctor,update_diagnosis,4f0c6acb-066b-1f8d-228d-5e5a973d1fef,2026-04-25 04:39:39,condition,CONDITION_3789,12,15,1,0.09,1.837,0,0,56.37,0
518,NUR_006,nurse,update_vitals,073b376b-9659-3e78-c6a6-a08b74d710da,2026-04-21 02:47:30,observation,OBSERVATION_5055,13,16,1,0.11,1.811,0,0,5.89,0
519,PATUSER_006,patient,book_appointment,235bd53d-07f7-5874-c952-5126acfab01e,2026-05-12 00:36:18,appointment,APPOINTMENT_6747,5,3,1,0.0,1.522,0,0,63.48,0
520,PATUSER_010,patient,cancel_appointment,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-05-09 07:48:26,appointment,APPOINTMENT_8056,3,2,0,0.0,1.988,0,0,62.94,0
521,ADM_002,admin,update_schedule,047f3ed4-bdea-7cd6-6e80-8537a3979cc6,2026-05-20 01:59:40,schedule,SCHEDULE_3014,5,6,1,0.06,1.753,0,0,66.4,0
522,PATUSER_003,patient,book_appointment,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-04-23 10:09:38,appointment,APPOINTMENT_8436,3,2,0,0.0,1.906,0,0,5.58,0
523,DOC_003,doctor,view_record,054e161c-d33f-0970-2018-1f19582e0813,2026-03-28 09:42:37,medical_record,MEDICAL_RECORD_5764,8,4,0,0.11,1.811,1,0,29.66,0
524,DOC_015,doctor,view_record,f5de0af7-bfb4-270e-8175-e12515583ea8,2026-05-20 18:43:27,medical_record,MEDICAL_RECORD_2402,50,71,0,0.87,1.76,1,0,246.77,1
525,NUR_005,nurse,register_walkin,b4679b26-64ac-c348-6667-1e9093ae866f,2026-04-02 10:59:57,appointment,APPOINTMENT_2448,22,23,0,0.02,1.384,0,0,63.37,0
526,PATUSER_024,patient,cancel_appointment,e1571870-cf37-1c6b-c97f-c4ab9a32b172,2026-03-28 05:15:23,appointment,APPOINTMENT_2387,2,3,1,0.0,1.459,0,0,13.91,0
527,DOC_004,doctor,update_diagnosis,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-05-19 10:29:36,condition,CONDITION_4288,8,13,0,0.13,1.888,0,0,44.58,0
528,DOC_008,doctor,view_record,917ffe5d-46b2-36f1-0de8-35e5ed017fa7,2026-04-23 17:28:22,medical_record,MEDICAL_RECORD_3018,73,76,0,0.69,1.936,0,0,194.16,1
529,PATUSER_003,patient,book_appointment,843d8b33-f833-1324-2aa6-e07c91e49204,2026-04-26 01:14:13,appointment,APPOINTMENT_7018,2,1,1,0.0,1.842,0,0,51.02,0
530,PATUSER_018,patient,book_appointment,3c6d02df-84f2-f9e2-8e09-852349757293,2026-03-26 06:44:58,appointment,APPOINTMENT_3593,6,1,0,0.0,1.95,0,0,61.94,0
531,ADM_001,admin,manage_user,4bab2d0f-4783-619c-46b2-f656667ffb67,2026-05-05 08:35:51,user,USER_3120,5,5,0,0.09,1.826,0,0,40.91,0
532,PATUSER_020,patient,view_own_record,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-03-26 10:21:15,medical_record,MEDICAL_RECORD_4876,3,3,0,0.0,1.842,0,0,33.26,0
533,DOC_007,doctor,view_record,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-05-18 03:13:33,medical_record,MEDICAL_RECORD_4206,17,16,1,0.2,1.891,0,0,22.53,0
534,NUR_002,nurse,update_queue,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-03-30 11:03:30,appointment,APPOINTMENT_6582,17,13,0,0.02,1.842,0,0,61.97,0
535,DOC_012,doctor,update_diagnosis,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-16 12:06:26,condition,CONDITION_2280,21,18,0,0.04,1.459,0,0,62.93,0
536,DOC_009,doctor,view_record,671064b5-039b-51a8-7e40-8e6baa0a7e35,2026-04-08 05:18:47,medical_record,MEDICAL_RECORD_9944,8,6,1,0.11,1.846,0,0,42.84,0
537,PATUSER_020,patient,view_queue,917ffe5d-46b2-36f1-0de8-35e5ed017fa7,2026-04-10 09:38:50,queue,QUEUE_2021,4,2,0,0.0,1.5,0,0,7.26,0
538,NUR_001,nurse,register_walkin,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-05-20 10:01:59,appointment,APPOINTMENT_8824,27,7,0,0.04,1.75,0,0,34.14,0
539,NUR_005,nurse,update_vitals,6367a5b3-1689-57b4-634f-693bb600e552,2026-05-07 04:10:16,observation,OBSERVATION_7024,8,7,1,0.0,1.384,0,0,18.73,0
540,ADM_001,admin,view_audit,2925a752-da6a-ef1f-31aa-68b0c2ff5027,2026-05-15 06:27:24,audit,AUDIT_5630,2,3,0,0.02,1.379,0,0,20.9,0
541,DOC_003,doctor,view_record,01974f36-ced2-c38e-32c5-1b09e1fe1638,2026-03-29 09:43:03,medical_record,MEDICAL_RECORD_1884,12,12,0,0.03,1.686,0,0,51.03,0
542,ADM_001,admin,manage_user,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-04-13 12:14:04,user,USER_8213,11,7,0,0.03,1.371,0,0,14.6,0
543,PATUSER_017,patient,view_queue,21b4ddc5-081e-1ecd-3573-f2ea42677b66,2026-04-13 02:18:34,queue,QUEUE_4677,1,2,1,0.0,0.811,0,0,23.92,0
544,DOC_014,doctor,view_record,754c6983-a899-1c3c-f51d-2af172b88b91,2026-05-22 11:05:17,medical_record,MEDICAL_RECORD_7358,18,4,0,0.15,1.75,0,0,58.41,0
545,PATUSER_022,patient,cancel_appointment,3844e0c5-14c7-8f87-19b0-8f769b3bdd70,2026-04-04 04:50:58,appointment,APPOINTMENT_9893,5,2,1,0.0,1.557,0,0,55.35,0
546,NUR_004,nurse,register_walkin,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-04-01 06:46:05,appointment,APPOINTMENT_1606,9,25,0,0.03,1.406,0,0,22.54,0
547,ADM_001,admin,view_report,047f3ed4-bdea-7cd6-6e80-8537a3979cc6,2026-03-29 08:54:40,report,REPORT_4812,5,6,0,0.01,1.75,0,0,24.35,0
548,DOC_008,doctor,view_record,d998bd61-bed8-3eb5-dcb5-297579cf936f,2026-05-09 02:42:45,medical_record,MEDICAL_RECORD_4882,21,17,1,0.13,1.447,0,0,55.22,0
549,DOC_014,doctor,update_diagnosis,754c6983-a899-1c3c-f51d-2af172b88b91,2026-05-02 06:16:52,condition,CONDITION_1418,18,5,0,0.14,1.761,0,0,15.02,0
550,DOC_007,doctor,create_prescription,155649eb-5d3e-41ca-5a2c-78972a1721f4,2026-04-18 06:15:10,prescription,PRESCRIPTION_8738,21,14,0,0.21,1.522,0,0,45.79,0
551,PATUSER_018,patient,book_appointment,83948281-33ad-4a11-0a3d-04484caf2ab9,2026-04-15 07:42:20,appointment,APPOINTMENT_2305,3,2,0,0.0,1.891,0,0,45.27,0
552,ADM_001,admin,manage_user,4642b627-0caa-32c4-a7cd-87689252d332,2026-05-23 02:00:44,user,USER_9274,7,7,1,0.06,1.922,0,0,34.32,0
553,DOC_010,doctor,update_diagnosis,e60a6ecc-5639-5800-4bf2-8e8a2865e55c,2026-05-12 11:02:14,condition,CONDITION_3735,11,8,0,0.19,1.922,1,0,13.46,0
554,DOC_005,doctor,update_diagnosis,392c8ae6-3c3b-1ff7-c35c-4e64946db9b6,2026-04-01 08:48:26,condition,CONDITION_9345,17,16,0,0.08,1.922,0,0,43.99,0
555,DOC_006,doctor,create_prescription,20f1f5b5-38be-6554-7a24-9fcc8d4bd6c4,2026-04-26 01:13:06,prescription,PRESCRIPTION_1791,23,14,1,0.15,1.522,0,0,27.43,0
556,PATUSER_012,patient,cancel_appointment,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-04-18 08:47:17,appointment,APPOINTMENT_2629,5,3,0,0.0,1.792,0,0,34.87,0
557,ADM_001,admin,view_report,9cefc3e8-33f8-beac-d280-fb10e474151c,2026-05-02 02:14:35,report,REPORT_1109,6,4,1,0.05,1.406,0,0,16.85,0
558,PATUSER_007,patient,view_queue,0e697a7b-149b-602d-af6f-7e76ca18c5d7,2026-05-10 00:55:02,queue,QUEUE_2908,3,1,1,0.0,1.868,0,0,71.35,0
559,ADM_001,admin,view_report,b4679b26-64ac-c348-6667-1e9093ae866f,2026-04-23 12:07:16,report,REPORT_9540,14,3,0,0.07,1.522,0,0,40.49,0
560,NUR_006,nurse,update_vitals,820d39a0-d304-2b9d-25a8-d705deede745,2026-05-19 08:41:12,observation,OBSERVATION_4253,29,7,0,0.11,1.406,0,0,22.21,0
561,PATUSER_016,patient,view_queue,79402472-6884-1aca-759a-a23f36ee8dca,2026-04-29 09:05:42,queue,QUEUE_6713,6,3,0,0.0,1.792,0,0,35.4,0
562,PATUSER_006,patient,view_queue,717861a2-ab2b-2d2a-6a8f-6388dbff69d2,2026-05-14 03:06:54,queue,QUEUE_6331,3,1,1,0.0,1.837,0,0,51.76,0
563,NUR_001,nurse,update_vitals,b3c9a883-40ea-1452-7b76-62e552e033d2,2026-05-09 01:35:18,observation,OBSERVATION_6203,13,20,1,0.11,1.936,0,0,29.33,0
564,PATUSER_002,patient,view_queue,d9044272-63af-eca3-2a0c-ec9f9c10a98f,2026-05-10 07:40:50,queue,QUEUE_4625,4,2,0,0.0,0.811,0,0,8.82,0
565,PATUSER_012,patient,cancel_appointment,5e236a28-42bb-348c-3267-03ed1a052b40,2026-04-02 09:05:03,appointment,APPOINTMENT_6778,2,3,0,0.0,1.5,0,0,72.78,0
566,PATUSER_025,patient,book_appointment,e1571870-cf37-1c6b-c97f-c4ab9a32b172,2026-04-04 02:20:03,appointment,APPOINTMENT_5074,6,1,1,0.0,1.449,0,0,30.35,0
567,DOC_001,doctor,view_observation,f5de0af7-bfb4-270e-8175-e12515583ea8,2026-03-26 16:36:47,observation,OBSERVATION_5463,83,80,0,0.82,1.5,1,0,239.38,1
568,PATUSER_023,patient,cancel_appointment,d5d8b210-bca5-a9ce-0711-3d09468bfe47,2026-05-19 06:31:33,appointment,APPOINTMENT_5950,6,2,0,0.0,1.959,0,0,56.84,0
569,NUR_003,nurse,update_vitals,20f1f5b5-38be-6554-7a24-9fcc8d4bd6c4,2026-04-29 01:43:59,observation,OBSERVATION_4802,16,24,1,0.06,1.73,0,0,11.51,0
570,PATUSER_004,patient,view_own_record,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-03-31 10:01:39,medical_record,MEDICAL_RECORD_6102,1,3,0,0.0,1.868,0,0,15.06,0
571,PATUSER_023,patient,view_own_record,45f758c8-34c3-3fa5-41f9-5906127ba1bd,2026-04-11 03:10:42,medical_record,MEDICAL_RECORD_7155,1,2,1,0.0,1.784,0,0,46.91,0
572,DOC_009,doctor,view_record,910f9d72-b5f2-60bf-8302-274ac5d74635,2026-05-20 02:54:00,medical_record,MEDICAL_RECORD_7088,21,6,1,0.04,1.855,0,0,73.03,0
573,PATUSER_012,patient,cancel_appointment,8e21cb1f-b016-dda9-1d06-c920c24a0b37,2026-04-27 03:04:45,appointment,APPOINTMENT_8708,3,3,1,0.0,1.79,0,0,61.2,0
574,DOC_005,doctor,view_record,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-03-28 01:05:58,medical_record,MEDICAL_RECORD_4156,14,9,1,0.04,1.459,0,0,37.1,0
575,NUR_003,nurse,update_queue,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-03-29 07:03:38,appointment,APPOINTMENT_6409,26,15,0,0.04,1.842,0,0,70.4,0
576,PATUSER_012,patient,view_queue,8db9c819-1c0b-c9a9-3e31-4b85f52201d2,2026-04-07 09:36:29,queue,QUEUE_1004,5,2,0,0.0,1.379,0,0,56.61,0
577,NUR_006,nurse,update_diagnosis,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-04-12 16:59:17,condition,CONDITION_9552,43,52,0,0.92,1.379,1,1,319.45,1
578,NUR_006,nurse,update_vitals,671064b5-039b-51a8-7e40-8e6baa0a7e35,2026-04-29 09:55:00,observation,OBSERVATION_6991,14,11,0,0.11,1.922,0,0,54.79,0
579,PATUSER_030,patient,book_appointment,3844e0c5-14c7-8f87-19b0-8f769b3bdd70,2026-04-18 10:49:40,appointment,APPOINTMENT_9618,3,3,0,0.0,1.5,0,0,48.19,0
580,DOC_013,doctor,view_record,e126e379-083f-ea08-0358-303361acf072,2026-05-01 18:43:31,medical_record,MEDICAL_RECORD_8756,56,26,0,0.95,1.823,1,0,270.84,1
581,PATUSER_023,patient,book_appointment,0e697a7b-149b-602d-af6f-7e76ca18c5d7,2026-05-09 09:13:40,appointment,APPOINTMENT_2021,1,1,0,0.0,1.522,0,0,47.9,0
582,NUR_006,nurse,view_appointment,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-05-21 09:11:39,appointment,APPOINTMENT_2375,16,12,0,0.08,1.975,0,0,28.29,0
583,DOC_012,doctor,view_record,054e161c-d33f-0970-2018-1f19582e0813,2026-04-13 04:44:04,medical_record,MEDICAL_RECORD_2444,24,9,1,0.15,1.522,0,0,49.47,0
